Number 	Class 	Size 	NVar    	Coverage 	Significance 	Unusualness 	Accuracy 	Support  	CSupport  	FSupport 	FConfidence 	CConfidence
000   	000	-	2.000000	0.923865	2.940084	0.045101	0.698262	0.995495	0.645681	0.641939	0.714985	0.698891
001   	000	-	4.000000	0.609078	141.781128	0.208740	0.990431	0.968468	0.604685	0.565479	0.986939	0.992788
002   	000	-	2.000000	0.688141	83.193787	0.186626	0.919492	0.993243	0.633968	0.608264	0.917321	0.921277
003   	000	-	3.000000	0.622255	131.752029	0.207495	0.981265	0.984234	0.612006	0.579957	0.979934	0.983529
004   	000	-	3.000000	0.647145	109.667587	0.200099	0.957207	0.988739	0.620791	0.578981	0.947298	0.959276
005   	000	-	4.000000	0.614934	136.241776	0.207861	0.985782	0.979730	0.607613	0.575402	0.983046	0.988095
006   	001	-	2.000000	0.237189	125.680862	0.146869	0.963415	0.702929	0.229868	0.218643	0.971098	0.969136
-    	- 	007	2.857143	0.620372	104.465317	0.171827	0.927979	0.944691	0.879941	0.538381	0.928660	0.930427
