trivials	empty	rule	c2	c3	c4	c5	f1	f2	f3	f4	f5	covPostCases	confidence	lift	globalQuality	withoutTrivial	optimised	iteration	treeNode	simplification	oneCatAltIndex	extLength	covPostCases2	support
120	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A118 = "R";isnumber(match(c118;a$1:a$1000;0));isnumber(match(h118;a$1:a$1000;0));isnumber(match(d118;a$1:a$1000;0));isnumber(match(i118;a$1:a$1000;0));isnumber(match(e118;a$1:a$1000;0));isnumber(match(j118;a$1:a$1000;0));isnumber(match(f118;a$1:a$1000;0));isnumber(match(k118;a$1:a$1000;0));isnumber(match(g118;a$1:a$1000;0));isnumber(match(l118;a$1:a$1000;0)));0;p118)	From Tree node	0003	27	""	""	""	""	""
121	""	mass>=29.85	preg>=6.5	insu< 109	mass>=39.05	" "	mass	preg	insu	mass	" "	0.0597014925373134	0.842105263157895	2.41	0.0502749410840534	=if(or(A122 = "R";isnumber(match(c122;a$1:a$1000;0));isnumber(match(h122;a$1:a$1000;0));isnumber(match(d122;a$1:a$1000;0));isnumber(match(i122;a$1:a$1000;0));isnumber(match(e122;a$1:a$1000;0));isnumber(match(j122;a$1:a$1000;0));isnumber(match(f122;a$1:a$1000;0));isnumber(match(k122;a$1:a$1000;0));isnumber(match(g122;a$1:a$1000;0));isnumber(match(l122;a$1:a$1000;0)));0;p122)	From Tree node	001	29	""	""	1	16	19
122	""	0.463312368972746	0.562130177514793	0.292592592592593	0.532786885245902						""	""	""	""	""	=if(or(A122 = "R";isnumber(match(c122;a$1:a$1000;0));isnumber(match(h122;a$1:a$1000;0));isnumber(match(d122;a$1:a$1000;0));isnumber(match(i122;a$1:a$1000;0));isnumber(match(e122;a$1:a$1000;0));isnumber(match(j122;a$1:a$1000;0));isnumber(match(f122;a$1:a$1000;0));isnumber(match(k122;a$1:a$1000;0));isnumber(match(g122;a$1:a$1000;0));isnumber(match(l122;a$1:a$1000;0)));0;p122)	From Tree node	001	29	""	""	""	""	""
123	""	-0.842105263157895	-0.534246575342466	-0.851851851851852	-0.525641025641026						""	""	""	""	""	=if(or(A122 = "R";isnumber(match(c122;a$1:a$1000;0));isnumber(match(h122;a$1:a$1000;0));isnumber(match(d122;a$1:a$1000;0));isnumber(match(i122;a$1:a$1000;0));isnumber(match(e122;a$1:a$1000;0));isnumber(match(j122;a$1:a$1000;0));isnumber(match(f122;a$1:a$1000;0));isnumber(match(k122;a$1:a$1000;0));isnumber(match(g122;a$1:a$1000;0));isnumber(match(l122;a$1:a$1000;0)));0;p122)	From Tree node	001	29	""	""	""	""	""
124	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A122 = "R";isnumber(match(c122;a$1:a$1000;0));isnumber(match(h122;a$1:a$1000;0));isnumber(match(d122;a$1:a$1000;0));isnumber(match(i122;a$1:a$1000;0));isnumber(match(e122;a$1:a$1000;0));isnumber(match(j122;a$1:a$1000;0));isnumber(match(f122;a$1:a$1000;0));isnumber(match(k122;a$1:a$1000;0));isnumber(match(g122;a$1:a$1000;0));isnumber(match(l122;a$1:a$1000;0)));0;p122)	From Tree node	001	29	""	""	""	""	""
125	""	age< 28.5	mass>=30.95	mass>=41.75	insu< 135	" "	age	mass	mass	insu	" "	0.0708955223880597	0.703703703703704	2.02	0.0498894416804865	=if(or(A126 = "R";isnumber(match(c126;a$1:a$1000;0));isnumber(match(h126;a$1:a$1000;0));isnumber(match(d126;a$1:a$1000;0));isnumber(match(i126;a$1:a$1000;0));isnumber(match(e126;a$1:a$1000;0));isnumber(match(j126;a$1:a$1000;0));isnumber(match(f126;a$1:a$1000;0));isnumber(match(k126;a$1:a$1000;0));isnumber(match(g126;a$1:a$1000;0));isnumber(match(l126;a$1:a$1000;0)));0;p126)	From Tree node	0	23	""	""	1	19	27
126	""	0.193460490463215	0.465882352941176	0.631578947368421	0.303904923599321						""	""	""	""	""	=if(or(A126 = "R";isnumber(match(c126;a$1:a$1000;0));isnumber(match(h126;a$1:a$1000;0));isnumber(match(d126;a$1:a$1000;0));isnumber(match(i126;a$1:a$1000;0));isnumber(match(e126;a$1:a$1000;0));isnumber(match(j126;a$1:a$1000;0));isnumber(match(f126;a$1:a$1000;0));isnumber(match(k126;a$1:a$1000;0));isnumber(match(g126;a$1:a$1000;0));isnumber(match(l126;a$1:a$1000;0)));0;p126)	From Tree node	0	23	""	""	""	""	""
127	""	-0.647058823529412	-0.703703703703704	-0.325581395348837	-0.578947368421053						""	""	""	""	""	=if(or(A126 = "R";isnumber(match(c126;a$1:a$1000;0));isnumber(match(h126;a$1:a$1000;0));isnumber(match(d126;a$1:a$1000;0));isnumber(match(i126;a$1:a$1000;0));isnumber(match(e126;a$1:a$1000;0));isnumber(match(j126;a$1:a$1000;0));isnumber(match(f126;a$1:a$1000;0));isnumber(match(k126;a$1:a$1000;0));isnumber(match(g126;a$1:a$1000;0));isnumber(match(l126;a$1:a$1000;0)));0;p126)	From Tree node	0	23	""	""	""	""	""
128	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A126 = "R";isnumber(match(c126;a$1:a$1000;0));isnumber(match(h126;a$1:a$1000;0));isnumber(match(d126;a$1:a$1000;0));isnumber(match(i126;a$1:a$1000;0));isnumber(match(e126;a$1:a$1000;0));isnumber(match(j126;a$1:a$1000;0));isnumber(match(f126;a$1:a$1000;0));isnumber(match(k126;a$1:a$1000;0));isnumber(match(g126;a$1:a$1000;0));isnumber(match(l126;a$1:a$1000;0)));0;p126)	From Tree node	0	23	""	""	""	""	""
129	""	plas>=127.5	plas< 154.5	age>=24.5	pedi>=0.7245	" "	plas	plas	age	pedi	" "	0.0597014925373134	0.8	2.29	0.0477611940298507	=if(or(A130 = "R";isnumber(match(c130;a$1:a$1000;0));isnumber(match(h130;a$1:a$1000;0));isnumber(match(d130;a$1:a$1000;0));isnumber(match(i130;a$1:a$1000;0));isnumber(match(e130;a$1:a$1000;0));isnumber(match(j130;a$1:a$1000;0));isnumber(match(f130;a$1:a$1000;0));isnumber(match(k130;a$1:a$1000;0));isnumber(match(g130;a$1:a$1000;0));isnumber(match(l130;a$1:a$1000;0)));0;p130)	From Tree node	22	27	""	""	1	16	20
130	""	0.614840989399293	0.263157894736842	0.431693989071038	0.511278195488722						""	""	""	""	""	=if(or(A130 = "R";isnumber(match(c130;a$1:a$1000;0));isnumber(match(h130;a$1:a$1000;0));isnumber(match(d130;a$1:a$1000;0));isnumber(match(i130;a$1:a$1000;0));isnumber(match(e130;a$1:a$1000;0));isnumber(match(j130;a$1:a$1000;0));isnumber(match(f130;a$1:a$1000;0));isnumber(match(k130;a$1:a$1000;0));isnumber(match(g130;a$1:a$1000;0));isnumber(match(l130;a$1:a$1000;0)));0;p130)	From Tree node	22	27	""	""	""	""	""
131	""	-0.5	-0.847826086956522	-0.653846153846154	-0.537190082644628						""	""	""	""	""	=if(or(A130 = "R";isnumber(match(c130;a$1:a$1000;0));isnumber(match(h130;a$1:a$1000;0));isnumber(match(d130;a$1:a$1000;0));isnumber(match(i130;a$1:a$1000;0));isnumber(match(e130;a$1:a$1000;0));isnumber(match(j130;a$1:a$1000;0));isnumber(match(f130;a$1:a$1000;0));isnumber(match(k130;a$1:a$1000;0));isnumber(match(g130;a$1:a$1000;0));isnumber(match(l130;a$1:a$1000;0)));0;p130)	From Tree node	22	27	""	""	""	""	""
132	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A130 = "R";isnumber(match(c130;a$1:a$1000;0));isnumber(match(h130;a$1:a$1000;0));isnumber(match(d130;a$1:a$1000;0));isnumber(match(i130;a$1:a$1000;0));isnumber(match(e130;a$1:a$1000;0));isnumber(match(j130;a$1:a$1000;0));isnumber(match(f130;a$1:a$1000;0));isnumber(match(k130;a$1:a$1000;0));isnumber(match(g130;a$1:a$1000;0));isnumber(match(l130;a$1:a$1000;0)));0;p130)	From Tree node	22	27	""	""	""	""	""
133	""	plas>=127.5	plas< 154.5	pedi>=0.3165	preg>=7.5	" "	plas	plas	pedi	preg	" "	0.0559701492537313	0.789473684210526	2.26	0.0441869599371563	=if(or(A134 = "R";isnumber(match(c134;a$1:a$1000;0));isnumber(match(h134;a$1:a$1000;0));isnumber(match(d134;a$1:a$1000;0));isnumber(match(i134;a$1:a$1000;0));isnumber(match(e134;a$1:a$1000;0));isnumber(match(j134;a$1:a$1000;0));isnumber(match(f134;a$1:a$1000;0));isnumber(match(k134;a$1:a$1000;0));isnumber(match(g134;a$1:a$1000;0));isnumber(match(l134;a$1:a$1000;0)));0;p134)	From Tree node	11223	27	""	""	1	15	19
134	""	0.614840989399293	0.263157894736842	0.412162162162162	0.564516129032258						""	""	""	""	""	=if(or(A134 = "R";isnumber(match(c134;a$1:a$1000;0));isnumber(match(h134;a$1:a$1000;0));isnumber(match(d134;a$1:a$1000;0));isnumber(match(i134;a$1:a$1000;0));isnumber(match(e134;a$1:a$1000;0));isnumber(match(j134;a$1:a$1000;0));isnumber(match(f134;a$1:a$1000;0));isnumber(match(k134;a$1:a$1000;0));isnumber(match(g134;a$1:a$1000;0));isnumber(match(l134;a$1:a$1000;0)));0;p134)	From Tree node	11223	27	""	""	""	""	""
135	""	-0.566037735849057	-0.864864864864865	-0.689655172413793	-0.555555555555556						""	""	""	""	""	=if(or(A134 = "R";isnumber(match(c134;a$1:a$1000;0));isnumber(match(h134;a$1:a$1000;0));isnumber(match(d134;a$1:a$1000;0));isnumber(match(i134;a$1:a$1000;0));isnumber(match(e134;a$1:a$1000;0));isnumber(match(j134;a$1:a$1000;0));isnumber(match(f134;a$1:a$1000;0));isnumber(match(k134;a$1:a$1000;0));isnumber(match(g134;a$1:a$1000;0));isnumber(match(l134;a$1:a$1000;0)));0;p134)	From Tree node	11223	27	""	""	""	""	""
136	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A134 = "R";isnumber(match(c134;a$1:a$1000;0));isnumber(match(h134;a$1:a$1000;0));isnumber(match(d134;a$1:a$1000;0));isnumber(match(i134;a$1:a$1000;0));isnumber(match(e134;a$1:a$1000;0));isnumber(match(j134;a$1:a$1000;0));isnumber(match(f134;a$1:a$1000;0));isnumber(match(k134;a$1:a$1000;0));isnumber(match(g134;a$1:a$1000;0));isnumber(match(l134;a$1:a$1000;0)));0;p134)	From Tree node	11223	27	""	""	""	""	""
