Number 	Class 	Size 	NVar    	Coverage 	Significance 	Unusualness 	Accuracy 	Support  	CSupport  	FSupport 	FConfidence 	CConfidence
000   	000	-	4.000000	0.897196	0.595188	0.022142	0.917526	0.994792	0.827103	0.607568	0.914616	0.921875
001   	000	-	3.000000	0.000000	0.000000	0.000000	0.500000	0.333333	0.000000	0.043673	0.970307	0.000000
002   	001	-	5.000000	0.000000	0.000000	0.000000	0.500000	0.090909	0.000000	0.000776	1.000000	0.000000
003   	001	-	7.000000	0.004673	1.975982	0.004193	0.666667	0.636364	0.004673	0.010869	0.749840	1.000000
004   	001	-	2.000000	0.009346	3.951964	0.008385	0.750000	0.090909	0.009346	0.009346	1.000000	1.000000
005   	001	-	7.000000	0.000000	0.000000	0.000000	0.500000	0.318182	0.000000	0.003364	0.823799	0.000000
006   	001	-	4.000000	0.000000	0.000000	0.000000	0.500000	0.318182	0.000000	0.002645	0.909967	0.000000
-    	- 	007	4.571429	0.130174	0.931876	0.004960	0.619170	0.397524	0.841121	0.096891	0.909790	0.417411
