--------------------------------------------
|              Measures file               |
--------------------------------------------

MEASURES USED AS OBJECTIVES:
	COMP	UNUS	

CLASS	COMP	UNUS	FCNF
0	1.000000	0.886094	0.888973
0	0.985075	0.902969	0.904283
0	0.925373	0.907344	0.916488
0	0.746269	0.920469	0.955065
0	0.746269	0.920469	0.958350
0	0.835821	0.907656	0.928436
0	0.805970	0.916094	0.943757
0	0.686567	0.928906	0.987298
