Number 	Class 	Size 	NVar    	Coverage 	Significance 	Unusualness 	Accuracy 	Support  	CSupport  	FSupport 	FConfidence 	CConfidence
000   	000	-	2.000000	0.976636	0.144275	0.011617	0.905213	1.000000	0.887850	0.765823	0.901810	0.909091
001   	000	-	3.000000	0.299065	3.438035	0.026072	0.969697	0.927083	0.294393	0.347354	0.936952	0.984375
002   	000	-	4.000000	0.822430	0.761681	0.023801	0.921348	0.958333	0.761682	0.570035	0.911637	0.926136
003   	000	-	3.000000	0.901869	0.618935	0.022622	0.917949	0.994792	0.831776	0.614577	0.911965	0.922280
004   	000	-	2.000000	0.607477	12.249266	0.062451	0.992424	0.802083	0.607477	0.409383	0.996225	1.000000
005   	000	-	3.000000	0.607477	12.249266	0.062451	0.992424	0.802083	0.607477	0.409290	0.996224	1.000000
006   	000	-	3.000000	0.607477	12.249266	0.062451	0.992424	0.802083	0.607477	0.404308	0.998085	1.000000
007   	000	-	4.000000	0.607477	12.249266	0.062451	0.992424	0.802083	0.607477	0.404308	0.998085	1.000000
-    	- 	008	3.000000	0.678738	6.744999	0.041739	0.960488	0.886068	0.892523	0.490635	0.956373	0.967735
