Number 	Class 	Size 	NVar    	Coverage 	Significance 	Unusualness 	Accuracy 	Support  	CSupport  	FSupport 	FConfidence 	CConfidence
000   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
001   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
002   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
003   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
004   	000	-	2.000000	0.200000	0.031571	0.001280	0.921260	0.401042	0.185600	0.277600	0.925333	0.928000
005   	000	-	2.000000	0.400000	0.046119	-0.002240	0.912698	0.397569	0.366400	0.275200	0.917333	0.916000
006   	001	-	2.000000	0.400000	0.008729	-0.000960	0.079365	0.612245	0.030400	0.031200	0.078000	0.076000
-    	- 	007	2.000000	0.371429	0.017333	0.000274	0.799409	0.543813	0.952000	0.294171	0.801238	0.802286
