Number 	Class 	Size 	NVar    	Coverage 	Significance 	Unusualness 	Accuracy 	Support  	CSupport  	FSupport 	FConfidence 	CConfidence
000   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
001   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
002   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
003   	000	-	2.000000	0.400000	0.008729	0.000960	0.920635	0.598958	0.369600	0.368800	0.922000	0.924000
004   	000	-	2.000000	0.200000	0.031571	0.001280	0.921260	0.401042	0.185600	0.277600	0.925333	0.928000
005   	000	-	2.000000	0.400000	0.046119	-0.002240	0.912698	0.397569	0.366400	0.275200	0.917333	0.916000
006   	001	-	5.000000	0.025600	4.783333	0.007593	0.388889	0.122449	0.009600	0.005600	0.411765	0.375000
-    	- 	007	2.428571	0.317943	0.699420	0.001496	0.843627	0.473842	0.931200	0.290514	0.848919	0.845000
