trivials	empty	rule	c2	c3	c4	c5	f1	f2	f3	f4	f5	covPostCases	confidence	lift	globalQuality	withoutTrivial	optimised	iteration	treeNode	simplification	oneCatAltIndex	extLength	covPostCases2	support
337	""	SavingsAccount %in% c(" A61", " A62")	Purpose %in% c(" A49")	Housing %in% c(" A151")	" "	" "	SavingsAccount	Purpose	Housing	" "	" "	0.0333333333333333	0.714285714285714	2.38	0.0119047619047619	=if(or(A338 = "R";isnumber(match(c338;a$1:a$1000;0));isnumber(match(h338;a$1:a$1000;0));isnumber(match(d338;a$1:a$1000;0));isnumber(match(i338;a$1:a$1000;0));isnumber(match(e338;a$1:a$1000;0));isnumber(match(j338;a$1:a$1000;0));isnumber(match(f338;a$1:a$1000;0));isnumber(match(k338;a$1:a$1000;0));isnumber(match(g338;a$1:a$1000;0));isnumber(match(l338;a$1:a$1000;0)));0;p338)	ShorterRule	0011	31	1	2	2	10	14
338	""	0.355524079320113	0.350515463917526	0.391061452513966							""	""	""	""	""	=if(or(A338 = "R";isnumber(match(c338;a$1:a$1000;0));isnumber(match(h338;a$1:a$1000;0));isnumber(match(d338;a$1:a$1000;0));isnumber(match(i338;a$1:a$1000;0));isnumber(match(e338;a$1:a$1000;0));isnumber(match(j338;a$1:a$1000;0));isnumber(match(f338;a$1:a$1000;0));isnumber(match(k338;a$1:a$1000;0));isnumber(match(g338;a$1:a$1000;0));isnumber(match(l338;a$1:a$1000;0)));0;p338)	ShorterRule	0011	31	1	2	""	""	""
339	""	-0.6875	-0.4765625	-0.410958904109589							""	""	""	""	""	=if(or(A338 = "R";isnumber(match(c338;a$1:a$1000;0));isnumber(match(h338;a$1:a$1000;0));isnumber(match(d338;a$1:a$1000;0));isnumber(match(i338;a$1:a$1000;0));isnumber(match(e338;a$1:a$1000;0));isnumber(match(j338;a$1:a$1000;0));isnumber(match(f338;a$1:a$1000;0));isnumber(match(k338;a$1:a$1000;0));isnumber(match(g338;a$1:a$1000;0));isnumber(match(l338;a$1:a$1000;0)));0;p338)	ShorterRule	0011	31	1	2	""	""	""
340	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A338 = "R";isnumber(match(c338;a$1:a$1000;0));isnumber(match(h338;a$1:a$1000;0));isnumber(match(d338;a$1:a$1000;0));isnumber(match(i338;a$1:a$1000;0));isnumber(match(e338;a$1:a$1000;0));isnumber(match(j338;a$1:a$1000;0));isnumber(match(f338;a$1:a$1000;0));isnumber(match(k338;a$1:a$1000;0));isnumber(match(g338;a$1:a$1000;0));isnumber(match(l338;a$1:a$1000;0)));0;p338)	ShorterRule	0011	31	1	2	""	""	""
341	""	StatusAccount %in% c("A12")	Purpose %in% c(" A40", " A46")	EmploymentSince %in% c(" A75")	" "	" "	StatusAccount	Purpose	EmploymentSince	" "	" "	0.0333333333333333	0.714285714285714	2.38	0.0119047619047619	=if(or(A342 = "R";isnumber(match(c342;a$1:a$1000;0));isnumber(match(h342;a$1:a$1000;0));isnumber(match(d342;a$1:a$1000;0));isnumber(match(i342;a$1:a$1000;0));isnumber(match(e342;a$1:a$1000;0));isnumber(match(j342;a$1:a$1000;0));isnumber(match(f342;a$1:a$1000;0));isnumber(match(k342;a$1:a$1000;0));isnumber(match(g342;a$1:a$1000;0));isnumber(match(l342;a$1:a$1000;0)));0;p342)	ShorterRule	1112233	61	1	1	2	10	14
342	""	0.390334572490706	0.390845070422535	0.25296442687747							""	""	""	""	""	=if(or(A342 = "R";isnumber(match(c342;a$1:a$1000;0));isnumber(match(h342;a$1:a$1000;0));isnumber(match(d342;a$1:a$1000;0));isnumber(match(i342;a$1:a$1000;0));isnumber(match(e342;a$1:a$1000;0));isnumber(match(j342;a$1:a$1000;0));isnumber(match(f342;a$1:a$1000;0));isnumber(match(k342;a$1:a$1000;0));isnumber(match(g342;a$1:a$1000;0));isnumber(match(l342;a$1:a$1000;0)));0;p342)	ShorterRule	1112233	61	1	1	""	""	""
343	""	-0.394366197183099	-0.4	-0.520547945205479							""	""	""	""	""	=if(or(A342 = "R";isnumber(match(c342;a$1:a$1000;0));isnumber(match(h342;a$1:a$1000;0));isnumber(match(d342;a$1:a$1000;0));isnumber(match(i342;a$1:a$1000;0));isnumber(match(e342;a$1:a$1000;0));isnumber(match(j342;a$1:a$1000;0));isnumber(match(f342;a$1:a$1000;0));isnumber(match(k342;a$1:a$1000;0));isnumber(match(g342;a$1:a$1000;0));isnumber(match(l342;a$1:a$1000;0)));0;p342)	ShorterRule	1112233	61	1	1	""	""	""
344	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A342 = "R";isnumber(match(c342;a$1:a$1000;0));isnumber(match(h342;a$1:a$1000;0));isnumber(match(d342;a$1:a$1000;0));isnumber(match(i342;a$1:a$1000;0));isnumber(match(e342;a$1:a$1000;0));isnumber(match(j342;a$1:a$1000;0));isnumber(match(f342;a$1:a$1000;0));isnumber(match(k342;a$1:a$1000;0));isnumber(match(g342;a$1:a$1000;0));isnumber(match(l342;a$1:a$1000;0)));0;p342)	ShorterRule	1112233	61	1	1	""	""	""
345	""	StatusAccount %in% c("A11", "A12")	DurationMonth< 22.5	Property %in% c(" A122", " A123", " A124")	CreditAmount< 1286	Age< 36.5	StatusAccount	DurationMonth	Property	CreditAmount	Age	0.0933333333333333	0.736842105263158	2.46	0.0114619883040936	=if(or(A346 = "R";isnumber(match(c346;a$1:a$1000;0));isnumber(match(h346;a$1:a$1000;0));isnumber(match(d346;a$1:a$1000;0));isnumber(match(i346;a$1:a$1000;0));isnumber(match(e346;a$1:a$1000;0));isnumber(match(j346;a$1:a$1000;0));isnumber(match(f346;a$1:a$1000;0));isnumber(match(k346;a$1:a$1000;0));isnumber(match(g346;a$1:a$1000;0));isnumber(match(l346;a$1:a$1000;0)));0;p346)	From Tree node	22	55	""	""	6	28	38
346	""	0.441988950276243	0.242320819112628	0.334261838440111	0.31924882629108	0.325358851674641					""	""	""	""	""	=if(or(A346 = "R";isnumber(match(c346;a$1:a$1000;0));isnumber(match(h346;a$1:a$1000;0));isnumber(match(d346;a$1:a$1000;0));isnumber(match(i346;a$1:a$1000;0));isnumber(match(e346;a$1:a$1000;0));isnumber(match(j346;a$1:a$1000;0));isnumber(match(f346;a$1:a$1000;0));isnumber(match(k346;a$1:a$1000;0));isnumber(match(g346;a$1:a$1000;0));isnumber(match(l346;a$1:a$1000;0)));0;p346)	From Tree node	22	55	""	""	""	""	""
